# report v0.1.2 (May 25, 2023)
# Database: /mnt/isilon/w_gmi/blanked2lab/cumbof/MetaSBT-Databases/MetaSBT-Viruses
# Timestamp: 20240415
# Cluster	Lineage	MAGs	Reference genomes	Bloom Filter Density	Mean completeness	Mean contamination
MSBT241	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cotton_leaf_curl_Alabad_virus__clade_1	0	2	0.001937	na	na
MSBT207	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Croton_yellow_vein_mosaic_virus	0	3	0.002254	na	na
MSBT3847	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Malvastrum_leaf_curl_Philippines_virus	0	1	0.001556	na	na
MSBT3325	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Okra_enation_leaf_curl_virus__clade_0	0	2	0.001964	na	na
MSBT1213	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Ageratum_enation_virus__clade_1	0	2	0.001926	na	na
MSBT3844	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_golden_leaf_spot_virus	0	1	0.001583	na	na
MSBT4664	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Malvastrum_yellow_vein_Honghe_virus	0	1	0.00154	na	na
MSBT4218	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Sao_Paulo_virus	0	1	0.001535	na	na
MSBT265	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_golden_mosaic_virus__clade_0	0	1	0.002774	na	na
MSBT45	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Honeysuckle_yellow_vein_mosaic_virus	0	2	0.001969	na	na
MSBT1199	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sri_Lankan_cassava_mosaic_virus__clade_0	0	1	0.002946	na	na
MSBT3821	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Henan_virus	0	2	0.00198	na	na
MSBT6461	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Hibiscus_golden_mosaic_virus	0	1	0.002769	na	na
MSBT5995	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__African_cassava_mosaic_Burkina_Faso_virus	0	1	0.003112	na	na
MSBT3238	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Canary_virus__clade_1	0	1	0.001561	na	na
MSBT3839	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_Yunnan_virus	0	1	0.001492	na	na
MSBT130	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_huasteco_yellow_vein_virus	0	1	0.00279	na	na
MSBT6413	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Coccinia_mosaic_Virudhunagar_virus	0	1	0.001551	na	na
MSBT198	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_yellow_vein_Mali_virus	0	1	0.001588	na	na
MSBT3123	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Rhynchosia_golden_mosaic_Yucatan_virus	0	1	0.002838	na	na
MSBT6509	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bitter_gourd_yellow_mosaic_virus	0	1	0.00294	na	na
MSBT3701	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Dalechampia_chlorotic_mosaic_virus	0	1	0.002763	na	na
MSBT186	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bhendi_yellow_vein_mosaic_virus__clade_2	0	2	0.001969	na	na
MSBT6457	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_yellow_leaf_curl_Aceh_virus	0	1	0.003048	na	na
MSBT3801	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Corchorus_yellow_vein_mosaic_virus	0	1	0.001433	na	na
MSBT2698	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Kudzu_mosaic_virus	0	1	0.003069	na	na
MSBT3632	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Blechum_interveinal_chlorosis_virus	0	1	0.002849	na	na
MSBT1758	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_China_virus__clade_0	0	1	0.001578	na	na
MSBT4896	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Burkina_Faso_virus	0	1	0.001578	na	na
MSBT3759	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_yellow_leaf_curl_virus	0	1	0.001529	na	na
MSBT3760	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_yellow_blotch_virus	0	1	0.001459	na	na
MSBT114	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_golden_mottle_virus	0	1	0.002763	na	na
MSBT2094	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_virus__clade_12	0	1	0.001578	na	na
MSBT196	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_micrantha_mosaic_virus__clade_0	0	1	0.002667	na	na
MSBT1241	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__East_African_cassava_mosaic_virus__clade_2	0	1	0.003187	na	na
MSBT1212	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Ageratum_enation_virus__clade_0	0	1	0.001545	na	na
MSBT3799	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_yellow_mosaic_Alagoas_virus	0	1	0.001486	na	na
MSBT6438	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Hollyhock_yellow_vein_virus	0	1	0.001486	na	na
MSBT5613	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Malachra_yellow_mosaic_virus	0	1	0.001492	na	na
MSBT2633	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Arusha_virus__clade_1	0	1	0.001513	na	na
MSBT412	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Papaya_leaf_curl_Guandong_virus	0	1	0.001417	na	na
MSBT3351	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_deformation_virus	0	1	0.001465	na	na
MSBT3911	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Gandhinagar_virus	0	1	0.001529	na	na
MSBT5315	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Jatropha_mosaic_India_virus	0	1	0.001459	na	na
MSBT269	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_leaf_curl_Bangladesh_virus__clade_1	0	1	0.001519	na	na
MSBT471	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Papaya_leaf_curl_China_virus__clade_0	0	2	0.00206	na	na
MSBT2873	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_common_mosaic_virus	0	1	0.002812	na	na
MSBT4019	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Allamanda_leaf_mottle_distortion_virus	0	1	0.002957	na	na
MSBT223	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_curly_stunt_virus	0	1	0.001556	na	na
MSBT103	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_mottle_Taino_virus	0	1	0.002677	na	na
MSBT1200	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sri_Lankan_cassava_mosaic_virus__clade_1	0	1	0.001427	na	na
MSBT214	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Gujarat_virus	0	1	0.002967	na	na
MSBT1141	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Madagascar_virus	0	2	0.001953	na	na
MSBT5327	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sidastrum_golden_leaf_spot_virus	0	1	0.001433	na	na
MSBT3770	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_yellow_net_virus	0	1	0.001459	na	na
MSBT5340	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Vigna_yellow_mosaic_virus	0	1	0.001454	na	na
MSBT3377	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_golden_mosaic_Buckup_virus	0	1	0.002838	na	na
MSBT2814	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Allamanda_leaf_curl_virus	0	1	0.001513	na	na
MSBT3235	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Velvet_bean_severe_mosaic_virus	0	1	0.002983	na	na
MSBT152	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cotton_leaf_curl_Multan_virus__clade_2	0	1	0.001465	na	na
MSBT2070	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Joydebpur_virus	0	1	0.001561	na	na
MSBT4377	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_Mali_virus__clade_1	0	1	0.001583	na	na
MSBT6437	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Mahe_virus	0	1	0.001524	na	na
MSBT98	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Potato_yellow_mosaic_virus__clade_0	0	1	0.002715	na	na
MSBT4761	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Lisianthus_enation_leaf_curl_virus	0	1	0.001438	na	na
MSBT5309	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Chilli_leaf_curl_Kanpur_virus	0	1	0.001513	na	na
MSBT3715	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bean_chlorosis_virus	0	1	0.002769	na	na
MSBT6430	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Ageratum_leaf_curl_Sichuan_virus	0	1	0.001524	na	na
MSBT5341	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__West_African_Asystasia_virus_2	0	1	0.001535	na	na
MSBT4580	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tobacco_leaf_curl_Cuba_virus__clade_1	0	1	0.002801	na	na
MSBT3129	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Kerala_virus__clade_0	0	1	0.00147	na	na
MSBT5322	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_ciliaris_golden_mosaic_virus	0	1	0.00257	na	na
MSBT7075	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Papaya_severe_leaf_curl_virus__clade_0	0	1	0.001422	na	na
MSBT4445	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Melochia_yellow_mosaic_virus	0	1	0.002806	na	na
MSBT3855	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bean_white_chlorosis_mosaic_virus	0	1	0.00271	na	na
MSBT27	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_mottle_virus	0	1	0.002656	na	na
MSBT2784	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Spilanthes_yellow_vein_virus	0	1	0.001481	na	na
MSBT5314	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Hedyotis_uncinella_yellow_mosaic_virus	0	1	0.00154	na	na
MSBT1240	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__East_African_cassava_mosaic_virus__clade_1	0	1	0.001583	na	na
MSBT2649	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Malvastrum_leaf_curl_Guangdong_virus	0	1	0.001476	na	na
MSBT7000	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_yellow_golden_mosaic_virus	0	1	0.002726	na	na
MSBT2622	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_yellow_leaf_curl_Guangdong_virus	0	1	0.001604	na	na
MSBT5546	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Eupatorium_yellow_vein_mosaic_virus	0	1	0.001561	na	na
MSBT2618	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pedilanthus_leaf_curl_virus__clade_0	0	1	0.001481	na	na
MSBT246	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Georgia_virus	0	1	0.001604	na	na
MSBT2858	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Kenaf_leaf_curl_virus	0	1	0.001524	na	na
MSBT231	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Merremia_mosaic_virus__clade_0	0	1	0.002769	na	na
MSBT493	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Abutilon_mosaic_virus	0	1	0.002704	na	na
MSBT69	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Ageratum_yellow_vein_virus__clade_5	0	1	0.001524	na	na
MSBT2087	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_virus__clade_5	0	1	0.001529	na	na
MSBT4071	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Barka_virus	0	1	0.001556	na	na
MSBT5324	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_golden_mosaic_Braco_virus	0	1	0.001476	na	na
MSBT2852	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Okra_mottle_virus	0	1	0.002838	na	na
MSBT5679	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Euphorbia_mosaic_Peru_virus	0	1	0.00154	na	na
MSBT2090	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_virus__clade_8	0	1	0.001567	na	na
MSBT3352	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Oman_virus	0	1	0.001556	na	na
MSBT4480	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Andrographis_yellow_vein_leaf_curl_virus	0	1	0.001465	na	na
MSBT4328	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Malvastrum_yellow_vein_Cambodia_virus	0	1	0.001551	na	na
MSBT5329	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_China_virus	0	1	0.00154	na	na
MSBT3384	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Okra_yellow_mosaic_Mexico_virus	0	1	0.002822	na	na
MSBT6472	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Melon_yellow_mosaic_virus	0	1	0.001449	na	na
MSBT4451	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Comoros_virus	0	1	0.001443	na	na
MSBT6999	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Hibiscus_vein_enation_virus	0	1	0.001502	na	na
MSBT2786	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Corchorus_golden_mosaic_virus	0	2	0.003933	na	na
MSBT260	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_chino_La_Paz_virus__clade_1	0	2	0.001953	na	na
MSBT2857	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Emilia_yellow_vein_virus	0	1	0.001449	na	na
MSBT2593	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Corchorus_yellow_spot_virus	0	1	0.002779	na	na
MSBT3347	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_golden_mosaic_Florida_virus__clade_0	0	1	0.002881	na	na
MSBT5558	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Moheli_virus	0	1	0.001497	na	na
MSBT2835	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Cebu_virus	0	1	0.001459	na	na
MSBT413	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cotton_leaf_crumple_virus__clade_0	0	1	0.002838	na	na
MSBT7169	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_mosaic_severe_dwarf_virus	0	1	0.002753	na	na
MSBT297	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Honeysuckle_yellow_vein_virus__clade_3	0	1	0.001545	na	na
MSBT3513	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_leaf_curl_Lahore_virus__clade_1	0	1	0.001519	na	na
MSBT4048	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Rose_leaf_curl_virus	0	1	0.001513	na	na
MSBT3990	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pouzolzia_golden_mosaic_virus__clade_0	0	1	0.001502	na	na
MSBT3361	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Abutilon_Brazil_virus	0	1	0.00279	na	na
MSBT4425	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Dolichos_yellow_mosaic_virus__clade_1	0	1	0.001578	na	na
MSBT2071	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Vernonia_yellow_vein_virus	0	1	0.001572	na	na
MSBT6015	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bean_leaf_crumple_virus	0	1	0.002919	na	na
MSBT6428	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cowpea_bright_yellow_mosaic_virus	0	1	0.00279	na	na
MSBT3544	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Cassava_mosaic_Madagascar_virus	0	1	0.003096	na	na
MSBT3196	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_leaf_curl_Nigeria_virus	0	1	0.00154	na	na
MSBT4784	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_mottle_leaf_curl_virus__clade_0	0	1	0.001417	na	na
MSBT3308	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Melon_chlorotic_mosaic_virus	0	1	0.002838	na	na
MSBT4522	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_yellow_leaf_curl_Thailand_virus	0	2	0.003075	na	na
MSBT5584	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Tomato_chlorotic_mottle_Guyane_virus	0	1	0.002769	na	na
MSBT4447	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Vinca_leaf_curl_virus	0	1	0.001604	na	na
MSBT7215	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_interveinal_bright_yellow_virus	0	1	0.002774	na	na
MSBT3512	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Pepper_leaf_curl_Lahore_virus__clade_0	0	1	0.001508	na	na
MSBT66	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Ageratum_yellow_vein_virus__clade_2	0	2	0.001824	na	na
MSBT6004	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Blechum_yellow_vein_virus	0	1	0.001422	na	na
MSBT2582	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sida_mosaic_Sinaloa_virus	0	1	0.002769	na	na
MSBT7198	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Bean_bushy_stunt_virus	0	1	0.002763	na	na
MSBT5595	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Duranta_leaf_curl_virus	0	1	0.001502	na	na
