# get_ncbi_genomes v0.1.0 (Apr 20, 2023)
# timestamp 2023-04-25 14:19:39.359727
# id	type	taxonomy	excluded_from_refseq	url
GCA_004786435.1_ASM478643v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Phnom_Penh_bat_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/786/435/GCA_004786435.1_ASM478643v1/GCA_004786435.1_ASM478643v1_genomic.fna.gz
GCA_002029615.1_ViralMultiSegProj379132_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Peach_rosette_mosaic_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/029/615/GCA_002029615.1_ViralMultiSegProj379132/GCA_002029615.1_ViralMultiSegProj379132_genomic.fna.gz
GCA_002116195.1_ViralMultiSegProj381656_genomic	mag	k__Viruses|p__Negarnaviricota|c__Insthoviricetes|o__Articulavirales|f__Orthomyxoviridae|g__Thogotovirus|s__Thogotovirus_dhoriense	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/195/GCA_002116195.1_ViralMultiSegProj381656/GCA_002116195.1_ViralMultiSegProj381656_genomic.fna.gz
GCA_002987535.1_ASM298753v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Potyvirus|s__Endive_necrotic_mosaic_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/987/535/GCA_002987535.1_ASM298753v1/GCA_002987535.1_ASM298753v1_genomic.fna.gz
GCA_002118385.1_ViralProj385625_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Arteriviridae|g__Etaarterivirus|s__Etaarterivirus_ugarco_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/118/385/GCA_002118385.1_ViralProj385625/GCA_002118385.1_ViralProj385625_genomic.fna.gz
GCA_009731975.1_ASM973197v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Caraparu_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/975/GCA_009731975.1_ASM973197v1/GCA_009731975.1_ASM973197v1_genomic.fna.gz
GCA_009732035.1_ASM973203v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Caraparu_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/035/GCA_009732035.1_ASM973203v1/GCA_009732035.1_ASM973203v1_genomic.fna.gz
GCA_009732555.1_ASM973255v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Caraparu_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/555/GCA_009732555.1_ASM973255v1/GCA_009732555.1_ASM973255v1_genomic.fna.gz
GCA_009732675.1_ASM973267v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Tete_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/675/GCA_009732675.1_ASM973267v1/GCA_009732675.1_ASM973267v1_genomic.fna.gz
GCA_009732495.1_ASM973249v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Marituba_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/495/GCA_009732495.1_ASM973249v1/GCA_009732495.1_ASM973249v1_genomic.fna.gz
GCA_009732515.1_ASM973251v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Marituba_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/515/GCA_009732515.1_ASM973251v1/GCA_009732515.1_ASM973251v1_genomic.fna.gz
GCA_002145725.1_ViralMultiSegProj386299_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus|s__Dera_Ghazi_Khan_orthonairovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/145/725/GCA_002145725.1_ViralMultiSegProj386299/GCA_002145725.1_ViralMultiSegProj386299_genomic.fna.gz
GCA_002158595.1_ViralProj387746_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Sulfolobus_islandicus_rod_shaped_virus_7	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/595/GCA_002158595.1_ViralProj387746/GCA_002158595.1_ViralProj387746_genomic.fna.gz
GCA_002158615.1_ViralProj387750_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV11	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/615/GCA_002158615.1_ViralProj387750/GCA_002158615.1_ViralProj387750_genomic.fna.gz
GCA_002158675.1_ViralProj387747_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV5	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/675/GCA_002158675.1_ViralProj387747/GCA_002158675.1_ViralProj387747_genomic.fna.gz
GCA_002158735.1_ViralProj387748_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV5	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/735/GCA_002158735.1_ViralProj387748/GCA_002158735.1_ViralProj387748_genomic.fna.gz
GCA_002158715.1_ViralProj387744_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV9	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/715/GCA_002158715.1_ViralProj387744/GCA_002158715.1_ViralProj387744_genomic.fna.gz
GCA_002158755.1_ViralProj387737_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV10	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/755/GCA_002158755.1_ViralProj387737/GCA_002158755.1_ViralProj387737_genomic.fna.gz
GCA_002158795.1_ViralProj387745_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV8	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/795/GCA_002158795.1_ViralProj387745/GCA_002158795.1_ViralProj387745_genomic.fna.gz
GCA_002158815.1_ViralProj387749_genomic	mag	k__Viruses|p__Taleaviricota|c__Tokiviricetes|o__Ligamenvirales|f__Rudiviridae|g__Usarudivirus|s__Usarudivirus_SIRV4	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/158/815/GCA_002158815.1_ViralProj387749/GCA_002158815.1_ViralProj387749_genomic.fna.gz
GCA_002194505.1_ViralProj390415_genomic	mag	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Stellavirales|f__Astroviridae|g__Mamastrovirus|s__Mamastrovirus_4	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/194/505/GCA_002194505.1_ViralProj390415/GCA_002194505.1_ViralProj390415_genomic.fna.gz
GCA_002815955.1_ASM281595v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Tospoviridae|g__Orthotospovirus|s__Tomato_chlorotic_spot_orthotospovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/955/GCA_002815955.1_ASM281595v1/GCA_002815955.1_ASM281595v1_genomic.fna.gz
GCA_003971925.1_ASM397192v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Tospoviridae|g__Orthotospovirus|s__Tomato_chlorotic_spot_orthotospovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/971/925/GCA_003971925.1_ASM397192v1/GCA_003971925.1_ASM397192v1_genomic.fna.gz
GCA_002270965.1_ViralProj399961_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Polycipiviridae|g__Sopolycivirus|s__Lasius_niger_virus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/270/965/GCA_002270965.1_ViralProj399961/GCA_002270965.1_ViralProj399961_genomic.fna.gz
GCA_002868395.1_ASM286839v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Duplopiviricetes|o__Durnavirales|f__Partitiviridae|g__Betapartitivirus|s__Heterobasidion_partitivirus_7	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/395/GCA_002868395.1_ASM286839v1/GCA_002868395.1_ASM286839v1_genomic.fna.gz
GCA_002868415.1_ASM286841v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Duplopiviricetes|o__Durnavirales|f__Partitiviridae|g__Betapartitivirus|s__Heterobasidion_partitivirus_7	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/868/415/GCA_002868415.1_ASM286841v1/GCA_002868415.1_ASM286841v1_genomic.fna.gz
GCA_002814375.1_ASM281437v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Tacaiuma_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/375/GCA_002814375.1_ASM281437v1/GCA_002814375.1_ASM281437v1_genomic.fna.gz
GCA_002814415.1_ASM281441v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Thimiri_orthobunyavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/415/GCA_002814415.1_ASM281441v1/GCA_002814415.1_ASM281441v1_genomic.fna.gz
GCA_002814515.1_ASM281451v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus|s__Acipenserid_herpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/515/GCA_002814515.1_ASM281451v1/GCA_002814515.1_ASM281451v1_genomic.fna.gz
GCA_002814535.1_ASM281453v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus|s__Amga_orthohantavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/535/GCA_002814535.1_ASM281453v1/GCA_002814535.1_ASM281453v1_genomic.fna.gz
GCA_002814575.1_ASM281457v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Salmonivirus|s__Salmonid_herpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/575/GCA_002814575.1_ASM281457v1/GCA_002814575.1_ASM281457v1_genomic.fna.gz
GCA_002814595.1_ASM281459v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Salmonivirus|s__Salmonid_herpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/595/GCA_002814595.1_ASM281459v1/GCA_002814595.1_ASM281459v1_genomic.fna.gz
GCA_008797415.1_ASM879741v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Salmonivirus|s__Salmonid_herpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/797/415/GCA_008797415.1_ASM879741v1/GCA_008797415.1_ASM879741v1_genomic.fna.gz
GCA_002814635.1_ASM281463v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Bovine_alphaherpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/635/GCA_002814635.1_ASM281463v1/GCA_002814635.1_ASM281463v1_genomic.fna.gz
GCA_008800575.1_ASM880057v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Bovine_alphaherpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/800/575/GCA_008800575.1_ASM880057v1/GCA_008800575.1_ASM880057v1_genomic.fna.gz
GCA_002814675.1_ASM281467v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macropodid_alphaherpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/675/GCA_002814675.1_ASM281467v1/GCA_002814675.1_ASM281467v1_genomic.fna.gz
GCA_002814735.1_ASM281473v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Caprine_alphaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/735/GCA_002814735.1_ASM281473v1/GCA_002814735.1_ASM281473v1_genomic.fna.gz
GCA_002814755.1_ASM281475v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Cervid_alphaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/755/GCA_002814755.1_ASM281475v1/GCA_002814755.1_ASM281475v1_genomic.fna.gz
GCA_002814815.1_ASM281481v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Cebine_betaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/815/GCA_002814815.1_ASM281481v1/GCA_002814815.1_ASM281481v1_genomic.fna.gz
GCA_002814855.1_ASM281485v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Papiine_gammaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/855/GCA_002814855.1_ASM281485v1/GCA_002814855.1_ASM281485v1_genomic.fna.gz
GCA_008799895.1_ASM879989v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Papiine_gammaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/799/895/GCA_008799895.1_ASM879989v1/GCA_008799895.1_ASM879989v1_genomic.fna.gz
GCA_002814875.1_ASM281487v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Caprine_gammaherpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/875/GCA_002814875.1_ASM281487v1/GCA_002814875.1_ASM281487v1_genomic.fna.gz
GCA_002814895.1_ASM281489v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Hippotragine_gammaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/895/GCA_002814895.1_ASM281489v1/GCA_002814895.1_ASM281489v1_genomic.fna.gz
GCA_002814915.1_ASM281491v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Suid_gammaherpesvirus_3	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/915/GCA_002814915.1_ASM281491v1/GCA_002814915.1_ASM281491v1_genomic.fna.gz
GCA_002814935.1_ASM281493v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Suid_gammaherpesvirus_4	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/935/GCA_002814935.1_ASM281493v1/GCA_002814935.1_ASM281493v1_genomic.fna.gz
GCA_002814955.1_ASM281495v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Percavirus|s__Mustelid_gammaherpesvirus_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/955/GCA_002814955.1_ASM281495v1/GCA_002814955.1_ASM281495v1_genomic.fna.gz
GCA_002814975.1_ASM281497v1_genomic	mag	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_2	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/975/GCA_002814975.1_ASM281497v1/GCA_002814975.1_ASM281497v1_genomic.fna.gz
GCA_002815055.1_ASM281505v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_estrildidae	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/055/GCA_002815055.1_ASM281505v1/GCA_002815055.1_ASM281505v1_genomic.fna.gz
GCA_002815555.1_ASM281555v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus|s__Asama_orthohantavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/555/GCA_002815555.1_ASM281555v1/GCA_002815555.1_ASM281555v1_genomic.fna.gz
GCA_002815575.1_ASM281557v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Cytorhabdovirus|s__Cytorhabdovirus_fragariarugosus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/575/GCA_002815575.1_ASM281557v1/GCA_002815575.1_ASM281557v1_genomic.fna.gz
GCA_002815675.1_ASM281567v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Perhabdovirus|s__Perhabdovirus_trutta	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/675/GCA_002815675.1_ASM281567v1/GCA_002815675.1_ASM281567v1_genomic.fna.gz
GCA_002815775.1_ASM281577v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_tristis	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/775/GCA_002815775.1_ASM281577v1/GCA_002815775.1_ASM281577v1_genomic.fna.gz
GCA_002815795.1_ASM281579v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_muscina	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/795/GCA_002815795.1_ASM281579v1/GCA_002815795.1_ASM281579v1_genomic.fna.gz
GCA_002815815.1_ASM281581v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_congo	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/815/GCA_002815815.1_ASM281581v1/GCA_002815815.1_ASM281581v1_genomic.fna.gz
GCA_002815855.1_ASM281585v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_alphaekpoma	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/855/GCA_002815855.1_ASM281585v1/GCA_002815855.1_ASM281585v1_genomic.fna.gz
GCA_002815915.1_ASM281591v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tupavirus|s__Tupavirus_durham	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/815/915/GCA_002815915.1_ASM281591v1/GCA_002815915.1_ASM281591v1_genomic.fna.gz
GCA_002816135.1_ASM281613v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Arteriviridae|g__Iotaarterivirus|s__Iotaarterivirus_kibreg_1	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/816/135/GCA_002816135.1_ASM281613v1/GCA_002816135.1_ASM281613v1_genomic.fna.gz
GCA_002816275.1_ASM281627v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Tobaniviridae|g__Torovirus|s__Human_torovirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/816/275/GCA_002816275.1_ASM281627v1/GCA_002816275.1_ASM281627v1_genomic.fna.gz
GCA_008777475.1_ASM877747v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Cardiovirus|s__Cardiovirus_C	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/777/475/GCA_008777475.1_ASM877747v1/GCA_008777475.1_ASM877747v1_genomic.fna.gz
GCA_002817115.1_ASM281711v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Kobuvirus|s__Aichivirus_F	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/115/GCA_002817115.1_ASM281711v1/GCA_002817115.1_ASM281711v1_genomic.fna.gz
GCA_008776615.1_ASM877661v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Kobuvirus|s__Aichivirus_F	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/776/615/GCA_008776615.1_ASM877661v1/GCA_008776615.1_ASM877661v1_genomic.fna.gz
GCA_002817355.1_ASM281735v1_genomic	mag	k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus|s__Black_Creek_Canal_orthohantavirus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/355/GCA_002817355.1_ASM281735v1/GCA_002817355.1_ASM281735v1_genomic.fna.gz
GCA_002817375.1_ASM281737v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Blueberry_leaf_mottle_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/375/GCA_002817375.1_ASM281737v1/GCA_002817375.1_ASM281737v1_genomic.fna.gz
GCA_002817395.1_ASM281739v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Cocoa_necrosis_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/395/GCA_002817395.1_ASM281739v1/GCA_002817395.1_ASM281739v1_genomic.fna.gz
GCA_002817435.1_ASM281743v1_genomic	mag	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Secoviridae|g__Sequivirus|s__Dandelion_yellow_mosaic_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/435/GCA_002817435.1_ASM281743v1/GCA_002817435.1_ASM281743v1_genomic.fna.gz
GCA_002817475.1_ASM281747v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus|s__Lagenaria_mild_mosaic_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/475/GCA_002817475.1_ASM281747v1/GCA_002817475.1_ASM281747v1_genomic.fna.gz
GCA_002817495.1_ASM281749v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Caper_latent_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/495/GCA_002817495.1_ASM281749v1/GCA_002817495.1_ASM281749v1_genomic.fna.gz
GCA_002817515.1_ASM281751v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Cole_latent_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/515/GCA_002817515.1_ASM281751v1/GCA_002817515.1_ASM281751v1_genomic.fna.gz
GCA_002817535.1_ASM281753v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Cucumber_vein_clearing_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/535/GCA_002817535.1_ASM281753v1/GCA_002817535.1_ASM281753v1_genomic.fna.gz
GCA_002817565.1_ASM281756v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Helenium_virus_S	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/565/GCA_002817565.1_ASM281756v1/GCA_002817565.1_ASM281756v1_genomic.fna.gz
GCA_002817585.1_ASM281758v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Helleborus_mosaic_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/585/GCA_002817585.1_ASM281758v1/GCA_002817585.1_ASM281758v1_genomic.fna.gz
GCA_002817635.1_ASM281763v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Phlox_virus_M	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/635/GCA_002817635.1_ASM281763v1/GCA_002817635.1_ASM281763v1_genomic.fna.gz
GCA_002817675.1_ASM281767v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Sint_Jan_onion_latent_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/675/GCA_002817675.1_ASM281767v1/GCA_002817675.1_ASM281767v1_genomic.fna.gz
GCA_002817695.1_ASM281769v1_genomic	mag	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Verbena_latent_virus	partial	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/817/695/GCA_002817695.1_ASM281769v1/GCA_002817695.1_ASM281769v1_genomic.fna.gz
